CBO94;CBO2002
66320;631105
66330;631010
66390;352205
66390;631005
66390;631020
66390;631105
66420;631325
66430;631320
66440;631330
66490;321310
66490;631325
66490;631330
66490;631335
66920;341230
66930;341230
66990;631020
67120;641015
67130;641010
67140;641005
67190;620105
67190;641010
67190;641015
67220;623115
67230;623315
67290;623115
67290;623315
67320;642015
67330;632120
67390;642015
70115;720125
70120;810110
70125;810105
70130;810205
70135;750205
70140;720215
70145;720210
70150;730105
70155;830105
70160;840105
70165;760125
70170;760405
70175;770105
70177;760605
70180;720205
70183;710205
70184;710220
70185;710210
70186;710225
70187;710215
70190;262410
70190;313410
70190;317115
70190;391205
70190;414105
70190;710205
70190;720105
70190;720115
70190;720125
70190;720130
70190;720135
70190;720155
70190;720215
70190;720220
70190;740105
70190;741105
70190;750105
70190;765215
70190;820115
70190;820120
70190;830105
70190;910110
70220;710120
70230;710120
70290;710120
70320;860115
70330;860110
70340;860105
70390;730105
70390;860110
70390;860115
70390;862305
70420;760110
70430;760120
70440;760115
70450;760105
70490;122205
70490;761005
70520;910105
70530;950105
70540;313415
70550;811010
70590;919105
71105;711130
71110;711110
71150;711120
71160;711125
71170;711105
71190;711105
71190;711115
71190;711120
71190;711130
71190;711225
71220;711215
71230;711225
71240;711220
71250;711230
71260;711240
71290;632605
71290;711115
71290;711130
71290;811330
71320;711115
71330;712105
71335;711215
71340;712120
71350;712135
71360;712110
71370;712115
71380;712130
71390;710105
71390;712105
71390;712115
71390;712120
71390;712130
71390;712135
71420;711315
71430;711325
71440;711330
71450;316340
71460;316335
71490;711315
71490;711330
71520;711320
71525;711310
71527;711305
71590;711320
71620;711410
71690;710110
71690;841205
71690;841210
71920;711405
71930;711320
71990;711115
71990;711320
72015;821240
72020;821235
72023;821235
72025;821230
72030;821230
72035;821255
72090;820110
72090;821235
72090;821240
72113;821245
72120;821205
72130;821205
72140;821210
72150;821205
72160;821215
72170;821220
72180;821225
72190;720125
72190;821205
72190;821215
72190;821220
72190;821230
72190;822120
72210;821305
72215;821305
72220;821315
72240;821310
72250;821320
72260;821325
72280;821330
72285;821335
72290;391205
72290;722210
72290;722325
72290;724415
72290;724510
72290;820125
72290;821305
72290;821310
72290;821315
72290;821440
72315;822125
72317;822115
72325;822110
72330;822105
72335;822105
72340;822120
72345;822115
72390;722105
72390;723120
72390;822115
72390;822125
72420;722205
72430;722220
72440;722225
72460;722210
72470;722215
72475;722235
72480;722230
72490;391205
72490;720115
72490;722205
72490;722210
72490;722215
72490;722235
72490;722320
72490;751110
72490;822115
72515;722325
72520;722315
72540;722320
72550;722305
72560;722310
72590;722305
72590;722310
72590;722315
72590;722320
72590;722325
72590;722330
72590;822110
72590;822120
72620;723120
72630;723125
72640;723105
72650;723110
72660;723115
72670;723125
72690;720160
72690;723110
72690;723125
72720;722415
72730;722415
72740;722410
72750;722415
72790;720145
72790;722410
72790;722415
72820;723215
72830;723225
72835;723235
72840;723230
72845;723205
72850;723220
72855;723210
72860;723240
72890;720130
72890;722415
72890;723205
72890;723210
72890;723215
72890;723220
72890;723225
72890;723235
72915;821405
72930;821450
72935;821435
72950;821425
72960;821420
72965;823305
72967;823130
72968;821110
72970;821410
72977;821445
72980;821110
72983;821110
72985;821430
72987;821415
72990;519205
72990;720160
72990;722205
72990;722210
72990;722220
72990;723205
72990;724415
72990;766145
72990;784205
72990;811215
72990;821110
72990;821305
72990;821310
72990;821415
72990;821420
72990;821440
72990;821445
72990;821450
72990;822110
72990;822115
72990;822120
72990;822125
73120;772115
73130;772110
73190;772110
73190;772115
73210;773120
73215;773110
73220;773115
73225;773125
73230;773130
73240;773105
73290;391205
73290;632125
73290;773105
73290;773110
73290;773115
73290;773120
73290;773125
73290;773130
73290;773340
73320;831115
73330;831115
73340;831115
73350;831110
73355;831120
73360;831105
73370;831125
73390;831105
73390;831115
73390;831125
73390;833105
73410;832125
73420;832115
73430;832120
73435;832120
73440;832105
73470;832110
73490;830105
73490;832105
73490;832125
73490;832135
73490;833105
73520;773205
73530;773215
73540;773220
73550;773210
73590;773210
73590;773215
73590;773220
73920;772105
73930;832135
73940;391225
73990;311705
73990;772105
73990;832110
73990;832125
73990;832135
73990;833120
74120;811115
74130;811105
74140;811110
74190;810110
74190;811115
74190;823125
74220;811205
74230;811205
74240;811205
74250;811205
74290;810110
74290;811205
74290;821205
74320;811330
74330;811320
74335;811315
74340;811305
74350;811310
74360;811335
74390;811305
74390;811320
74390;811330
74390;811335
74420;811410
74430;811415
74440;811420
74450;811430
74460;811405
74470;811425
74480;841705
74490;811405
74490;811410
74490;811430
74490;841705
74490;848105
74520;811505
74530;811510
74540;811505
74550;811505
74560;811505
74590;811505
74590;811510
74620;811650
74630;811625
74640;811605
74650;811645
74660;811615
74670;811620
74675;811635
74680;811610
74685;811630
74690;811115
74690;811605
74690;811610
74690;811615
74690;811620
74690;811625
74690;811635
74690;811650
74690;820115
74690;822125
74720;811810
74790;325110
74790;515225
74790;811805
74790;811810
74790;811820
74915;811005
74925;862115
74935;761354
74940;811215
74945;821250
74947;862155
74950;811130
74960;811125
74970;782625
74975;812105
74980;818105
74985;811120
74990;515120
74990;811110
74990;811125
74990;811130
74990;811205
74990;811820
74990;823320
74990;862115
75115;761105
75120;761110
75125;761205
75130;761205
75135;761220
75145;761255
75160;761205
75170;761250
75175;761240
75180;761235
75190;760120
75190;760125
75190;761105
75190;761110
75190;761220
75190;761240
75190;761306
75190;761327
75190;761354
75190;761425
75190;761430
75190;761810
75210;761230
75240;761260
75250;761225
75290;760125
75290;761205
75290;761225
75290;761230
75290;761240
75290;761250
75290;761255
75290;761354
75315;761351
75325;761357
75335;761363
75350;761366
75360;761348
75390;516415
75390;760120
75390;760125
75390;761105
75390;761230
75390;761348
75390;761351
75390;761357
75390;761363
75390;761366
75390;761810
75390;768105
75430;768105
75432;761321
75433;761315
75440;761324
75442;761309
75445;761312
75447;761318
75450;761306
75455;768110
75460;761345
75465;761303
75490;760120
75490;760125
75490;761306
75490;761321
75490;761327
75490;761345
75490;761360
75490;765110
75490;768110
75520;761327
75525;761330
75527;761333
75530;761336
75535;761339
75537;761342
75590;760115
75590;761327
75590;761330
75590;761410
75590;768115
75612;761405
75615;761405
75620;311710
75625;311710
75635;761430
75640;761420
75643;761420
75645;761415
75647;761420
75660;761425
75670;761415
75675;761410
75680;761435
75685;761815
75690;311625
75690;311710
75690;516325
75690;760125
75690;761005
75690;761405
75690;761410
75690;761415
75690;761420
75690;761425
75690;761430
75690;761435
75690;761815
75690;761820
75920;768130
75925;761360
75930;768130
75940;768120
75955;768115
75960;761354
75965;761415
75970;761415
75980;761435
75990;760125
75990;761005
75990;761105
75990;761205
75990;761225
75990;761230
75990;761303
75990;761312
75990;761354
75990;761360
75990;761363
75990;761410
75990;761415
75990;761420
75990;761425
75990;763115
75990;765010
75990;768130
76120;762105
76130;762105
76135;762110
76137;762115
76140;762125
76143;762220
76145;762205
76147;762315
76150;762340
76153;762335
76155;311725
76190;311115
76190;311725
76190;760125
76190;762005
76190;762205
76190;762210
76190;762215
76190;762305
76190;762310
76190;762315
76190;762325
76190;762330
76190;762340
76190;765105
77110;841115
77120;841105
77130;841115
77140;841110
77190;622315
77190;784205
77190;841105
77190;841110
77190;841115
77220;841315
77240;841320
77250;841305
77260;841310
77290;841305
77290;841310
77290;841315
77290;841320
77310;848520
77315;848505
77325;848515
77335;848525
77390;848505
77390;848510
77390;848515
77390;848520
77390;848525
77410;841408
77415;841428
77420;841440
77425;841420
77430;841456
77440;841432
77445;841416
77450;848110
77460;848105
77470;848115
77480;841484
77490;325205
77490;391205
77490;784110
77490;784115
77490;840120
77490;841115
77490;841320
77490;841408
77490;841416
77490;841420
77490;841432
77490;841440
77490;841456
77490;841460
77490;841464
77490;841484
77490;841505
77490;841615
77490;848105
77490;848110
77490;848115
77490;848510
77490;848525
77510;841505
77520;848205
77530;848215
77540;848210
77560;841476
77590;841476
77590;841505
77590;848210
77590;848215
77620;848305
77640;848315
77645;841805
77660;848310
77665;840120
77670;848325
77690;784205
77690;841805
77690;841810
77690;841815
77690;848305
77690;848310
77690;848315
77720;848405
77725;848415
77727;848410
77730;841605
77740;841630
77750;841610
77760;841625
77770;841615
77775;841615
77780;841620
77783;841620
77785;841815
77790;513435
77790;841605
77790;841610
77790;841615
77790;841625
77790;841630
77790;848405
77820;841725
77825;841735
77830;841730
77835;841715
77845;841710
77850;841720
77855;841745
77860;848420
77870;841740
77880;841464
77890;391205
77890;840110
77890;841705
77890;841710
77890;841715
77890;841720
77890;841725
77890;841745
77920;841448
77925;841472
77930;841444
77950;841210
77960;841468
77970;841460
77990;760125
77990;840120
77990;841105
77990;841408
77990;841416
77990;841420
77990;841432
77990;841444
77990;841448
77990;841460
77990;841468
77990;841472
77990;841620
77990;841625
77990;848110
77990;848315
77990;848525
78120;842115
78130;842105
78135;842110
78140;842110
78145;842110
78170;842110
78173;842110
78175;842110
78180;842105
78185;842105
78190;840115
78190;842110
78190;848605
78220;842230
78230;842210
78290;842210
78290;842215
78290;842220
78290;842230
78320;842125
78390;784110
78390;842305
79120;763005
79140;763010
79150;763020
79190;318810
79190;763005
79190;763015
79190;763020
79190;763210
79190;763215
79190;763305
79320;765010
79390;763210
79390;765010
79390;765015
79420;318810
79440;763120
79450;763110
79460;763110
79490;760125
79490;762335
79490;763005
79490;763010
79490;763210
79490;763215
79490;765010
79510;763210
79520;763210
79530;763320
79550;763215
79555;763205
79590;760125
79590;760310
79590;763010
79590;763210
79590;763215
79590;763305
79590;763320
79590;763325
79620;765235
79625;768110
79630;991310
79640;765205
79650;765230
79690;523105
79690;763215
79690;765110
79690;765205
79690;765235
79690;768110
79690;991310
79720;768205
79730;763310
79740;768210
79790;761805
79790;763305
79790;763310
79790;768205
79790;768210
79920;765225
79930;763210
79990;318810
79990;763210
79990;765225
79990;784125
80110;768320
80120;322505
80130;768320
80190;768320
80215;318815
80220;764105
80225;768310
80230;764115
80235;764110
80240;764120
80245;764210
80250;764205
80255;764305
80290;764105
80290;764110
80290;764115
80290;764120
80290;764210
80290;764305
80310;768305
80320;768325
80330;765105
80340;768315
80350;765310
80360;765315
80390;311725
80390;765005
80390;765310
80390;768305
80390;768315
80390;768325
81110;771105
81130;775110
81140;775115
81190;721325
81190;765235
81190;770105
81190;771105
81190;773120
81190;774105
81190;775110
81190;775115
81210;773325
81215;773350
81220;773340
81230;773355
81240;773345
81250;773330
81260;773310
81265;773320
81270;773335
81280;773315
81285;773415
81290;715510
81290;773105
81290;773115
81290;773120
81290;773315
81290;773320
81290;773325
81290;773330
81290;773335
81290;773340
81290;773355
81290;773415
81930;771120
81935;771110
81940;771115
81945;775105
81965;775120
81990;716535
81990;771105
81990;771110
81990;771120
81990;773105
81990;773305
82020;712205
82025;712220
82040;712230
82050;712225
82060;712210
82070;712215
82090;711130
82090;712120
82090;712205
83110;722105
83130;722110
83140;722115
83190;717010
83190;720120
83190;722105
83190;722110
83190;722115
83210;721105
83215;721105
83230;721110
83240;721115
83250;721105
83290;391205
83290;721105
83290;724310
83290;725010
83308;721210
83315;721215
83317;721220
83319;721215
83320;721215
83325;721210
83327;721205
83330;721215
83340;721215
83350;721415
83355;721210
83360;721215
83365;721210
83367;721210
83370;721220
83375;721220
83385;721220
83390;721205
83390;721210
83390;721215
83390;721220
83390;721225
83390;725020
83410;721225
83415;721225
83417;721225
83420;721225
83425;721225
83427;721225
83435;721225
83437;721225
83445;721225
83465;721225
83480;721225
83485;721225
83490;721225
83510;721215
83515;721210
83520;721210
83525;721210
83530;721210
83535;721215
83540;721215
83545;721215
83550;721220
83555;721210
83560;721210
83565;721210
83590;721105
83590;721215
83590;722115
83620;721325
83630;721315
83640;721310
83650;721320
83660;721305
83690;721210
83690;721305
83690;721315
83690;721320
83690;721325
83715;721405
83717;721425
83720;721430
83727;721420
83730;721410
83750;721415
83760;721405
83790;721405
83915;724440
83980;821440
83990;724440
83990;821440
84010;725010
84020;725015
84030;725020
84090;725010
84090;725020
84090;725205
84090;911305
84090;914405
84110;725205
84113;725305
84115;725415
84120;725405
84125;725410
84130;725420
84135;725225
84140;725315
84145;725210
84150;725220
84155;725215
84160;725310
84165;725320
84170;725105
84180;725705
84185;725605
84187;725610
84190;391205
84190;725205
84220;741120
84225;741125
84230;741105
84235;741110
84240;741115
84245;322505
84250;322410
84260;741115
84270;741115
84290;741105
84290;741115
84320;914405
84340;914415
84350;914425
84360;914420
84390;914405
84410;914105
84425;914105
84430;914110
84440;914110
84490;914105
84510;911305
84515;914305
84520;911120
84525;911130
84530;911325
84535;913110
84540;911310
84545;911320
84550;911315
84555;913115
84560;913120
84565;954305
84570;954120
84575;913105
84580;911205
84585;914305
84590;374305
84590;721210
84590;725010
84590;780105
84590;910105
84590;911105
84590;911110
84590;911120
84590;911205
84590;911305
84590;911310
84590;911320
84590;911325
84590;913105
84590;913120
84590;915115
84590;954120
84590;954305
84917;725105
84937;313205
84975;919310
84977;919110
84983;523115
84987;919105
84990;722105
84990;725010
84990;725105
84990;725205
84990;911120
84990;911305
84990;911320
84990;914305
84990;914405
84990;919105
84990;919110
85110;731135
85120;731130
85130;731160
85140;731125
85150;731115
85160;731155
85170;731120
85190;731135
85190;731160
85190;911205
85210;731150
85220;731205
85230;731105
85240;731110
85250;731145
85260;731140
85290;318305
85290;731150
85290;731180
85290;731205
85290;731320
85290;915105
85405;951105
85410;951105
85415;951105
85430;954205
85440;954125
85490;313215
85490;715615
85490;731180
85490;731330
85490;860115
85490;914105
85490;951105
85490;954125
85490;954210
85510;715615
85520;715610
85530;953105
85535;953110
85540;953115
85550;715605
85590;715610
85590;715615
85590;732125
85590;951105
85590;953115
85640;731305
85645;313205
85650;731320
85655;731305
85660;731320
85670;731305
85680;731320
85685;731315
85690;731150
85690;731305
85690;731315
85690;731320
85690;732130
85690;951105
85720;732120
85730;732125
85740;732130
85750;732110
85760;732105
85770;732115
85780;732135
85790;313310
85790;391205
85790;731320
85790;732105
85790;732110
85790;732115
85790;732120
85790;732130
85790;732135
85790;911305
85790;950110
85930;731175
85940;731180
85950;731165
85960;731170
85990;313210
85990;313215
85990;391205
85990;715610
85990;715615
85990;731125
85990;731135
85990;731150
85990;731170
85990;731175
85990;731180
85990;951105
86123;373110
86125;373220
86135;373115
86140;373205
86145;373205
86190;373110
86190;373115
86190;373205
86190;373215
86190;391215
86220;374105
86230;374120
86235;374420
86240;374305
86250;374125
86260;374210
86290;261305
87105;724110
87110;724115
87120;724130
87130;724125
87140;724120
87150;724135
87160;724105
87190;314615
87190;517110
87190;724110
87190;724115
87190;724130
87190;724135
87210;724315
87215;724320
87225;724325
87232;724315
87235;724315
87245;724305
87247;724315
87250;724310
87255;724310
87290;720140
87290;724310
87290;724315
87290;724320
87310;724415
87320;724225
87325;724515
87330;724405
87335;724510
87340;724435
87350;724410
87355;724505
87360;766145
87370;724420
87380;724430
87385;724425
87390;391205
87390;721405
87390;724205
87390;724410
87390;724415
87390;724420
87390;724430
87390;724435
87390;724440
87390;724510
87390;724515
87390;821405
87390;821440
87390;862120
87420;724225
87430;724220
87440;724205
87450;724210
87460;724230
87465;724215
87470;724215
87490;715140
87490;720145
87490;724205
87490;724215
87490;724220
87490;724230
88010;751010
88020;751015
88030;751020
88040;751005
88050;751125
88060;751105
88070;751120
88080;751115
88090;723215
88090;751010
88090;751020
88090;751125
88090;823230
89020;752115
89025;752115
89030;823240
89040;752110
89045;823250
89050;752110
89060;823250
89070;823245
89080;752120
89090;752110
89090;752115
89090;752230
89090;784205
89090;823210
89090;823215
89090;823245
89090;823250
89148;752230
89152;823235
89156;752210
89160;752235
89164;752230
89168;752230
89190;711105
89190;722325
89190;752230
89190;823215
89190;823235
89190;823245
89210;752305
89215;752320
89220;752325
89225;752310
89230;752315
89240;828110
89243;828105
89250;752330
89255;752330
89290;752305
89290;752320
89290;752325
89290;752330
89290;752405
89290;752430
89290;820205
89290;823115
89290;828110
89320;823215
89330;823220
89340;823255
89350;823255
89360;823315
89390;752305
89390;820120
89390;823215
89420;752220
89430;752215
89440;752225
89490;752205
89490;752220
89520;752415
89530;752430
89540;752405
89550;752420
89555;752410
89560;752420
89570;752425
89590;752405
89590;752410
89590;752430
89920;823110
89930;823115
89940;823120
89950;823125
89960;823105
89970;823210
89990;716305
89990;752320
89990;752410
89990;752420
89990;784205
89990;820205
89990;823105
89990;823110
89990;823115
89990;823125
89990;823210
90120;811705
90125;811710
90130;811775
90135;811750
90140;811710
90190;311405
90190;311410
90190;810205
90190;811710
90190;811750
90190;811775
90220;811715
90230;811715
90240;992115
90290;311405
90290;810205
90290;811715
90290;811750
90290;811775
90290;992115
90320;811770
90330;811760
90340;811745
90350;811760
90360;811760
90390;311410
90390;391205
90390;810205
90390;811745
90390;811760
90390;821330
91020;833205
91030;833105
91050;833120
91060;833125
91070;833110
91080;833115
91090;766315
91090;832125
91090;833105
91090;833110
91090;833205
92110;768605
92115;766145
92120;768615
92130;768610
92135;768615
92140;768615
92143;766120
92145;768620
92150;766325
92155;766125
92165;766145
92170;766145
92180;766120
92190;722205
92190;724515
92190;760605
92190;766120
92190;766145
92190;766220
92190;766250
92190;766310
92190;768605
92190;768610
92190;768615
92190;768620
92207;766145
92210;766215
92215;311715
92220;766250
92225;766250
92227;766245
92230;766220
92235;766230
92240;766215
92250;766250
92260;766225
92270;766250
92280;766310
92285;766250
92290;766205
92290;766215
92290;766220
92290;766225
92290;766250
92320;766145
92330;766145
92390;766115
92415;766145
92420;766145
92425;766105
92427;766145
92429;766145
92430;766145
92432;766145
92435;766145
92437;766145
92440;766145
92445;766145
92450;766145
92455;766145
92460;766145
92465;766145
92490;314620
92490;766115
92490;766145
92510;766410
92520;766410
92530;766145
92533;766145
92535;766145
92537;766125
92540;766410
92550;766145
92555;766150
92557;766145
92560;766145
92585;766125
92590;766105
92590;766115
92590;766120
92590;766125
92590;766145
92590;766150
92620;766315
92630;766315
92635;766315
92640;768705
92650;766315
92655;766315
92656;766305
92660;766320
92665;766315
92675;766310
92680;766310
92685;766315
92690;391205
92690;766310
92690;766315
92690;766320
92690;766325
92720;766415
92730;766410
92740;766410
92750;766410
92755;766405
92760;766410
92770;766405
92780;766420
92790;374420
92790;760605
92790;766405
92790;766410
92790;766415
92920;766205
92930;766205
92935;766205
92960;766145
92970;766315
92980;766315
92990;766125
92990;766205
92990;766220
92990;766315
92990;766320
92990;766325
93120;716610
93130;723315
93190;716610
93190;723315
93920;723310
93930;723330
93940;723325
93950;768625
93960;723320
93990;262405
93990;716610
93990;720135
93990;723305
93990;723310
93990;723315
93990;723320
93990;723325
93990;723330
94120;742115
94130;742125
94140;742130
94145;742120
94150;742110
94160;742135
94170;742140
94180;742105
94190;740110
94190;742105
94190;742120
94190;742130
94190;915210
94220;776405
94230;776430
94240;776410
94245;776415
94250;776420
94260;776425
94270;768125
94290;768125
94290;776405
94290;776420
94290;776425
94290;776430
94320;823325
94330;823320
94340;823330
94350;823265
94360;823230
94390;711105
94390;712105
94390;823265
94920;328110
94930;766115
94940;765215
94950;768630
94955;811725
94965;811735
94970;766145
94975;765405
94990;141410
94990;622410
94990;724510
94990;742115
94990;761425
94990;764115
94990;765205
94990;773415
94990;811745
95110;715210
95120;715230
95125;715215
95130;715220
95135;715225
95165;715210
95190;715210
95190;715220
95190;717020
95210;715305
95222;715310
95230;715315
95240;716105
95250;716110
95290;715305
95290;715315
95290;716105
95290;991105
95310;716205
95320;716205
95330;716220
95340;716210
95350;716215
95370;716210
95390;716210
95410;715505
95415;715525
95417;715535
95420;715510
95425;715530
95430;715515
95440;777115
95445;777110
95450;777105
95460;715505
95465;715520
95480;777210
95485;777205
95490;715505
95490;715510
95490;715525
95490;715540
95490;770105
95490;773305
95490;774105
95490;777110
95490;777205
95520;716405
95535;716525
95545;716530
95550;716510
95555;716515
95560;716505
95565;716535
95570;716520
95590;710205
95590;715210
95590;715530
95590;716510
95590;716515
95590;716525
95590;716535
95590;716615
95620;715725
95630;715730
95635;715705
95640;715710
95650;715720
95660;715715
95690;391205
95690;715715
95690;715720
95690;715725
95690;716605
95710;716305
95720;716310
95750;716315
95760;991310
95790;716305
95790;716310
95790;716315
95920;514325
95925;716615
95932;717020
95940;715545
95945;717005
95955;717015
95960;781705
95965;716605
95975;514315
95980;715205
95990;710205
95990;715140
95990;715205
95990;715210
95990;715230
95990;716605
95990;991405
96120;861115
96130;861105
96140;861120
96160;861110
96180;861205
96190;391205
96190;861105
96190;861110
96190;861115
96190;861205
96190;862140
96190;862205
96190;911305
96910;862150
96920;862130
96925;862405
96930;862120
96940;862140
96950;862205
96955;862305
96960;862310
96970;862505
96980;862515
96990;391205
96990;715715
96990;721210
96990;784205
96990;821210
96990;862120
96990;862130
96990;862140
96990;862150
96990;862155
96990;862205
96990;862305
96990;862310
96990;862405
96990;862505
96990;862515
96990;910105
96990;910115
96990;910130
96990;911305
97110;783210
97120;783220
97130;783215
97135;783205
97140;783220
97145;783210
97150;784105
97155;784110
97160;784115
97170;784125
97180;784120
97190;414105
97190;414110
97190;519930
97190;715510
97190;771105
97190;772105
97190;780105
97190;782220
97190;783205
97190;783210
97190;783215
97190;783220
97190;783225
97190;784105
97190;784110
97190;784115
97190;784120
97190;784125
97190;821410
97190;823305
97190;833105
97190;833110
97190;862405
97205;724605
97210;724605
97220;724605
97230;724605
97240;724605
97250;724605
97290;711320
97290;724605
97290;724610
97320;782130
97323;782135
97325;782110
97330;782115
97334;782140
97335;782125
97340;782115
97345;782135
97350;782205
97360;782145
97365;782120
97390;720215
97390;782110
97390;782115
97390;782125
97390;782130
97390;782145
97390;782205
97390;782605
97410;715125
97420;715115
97422;715135
97425;715120
97430;715145
97435;782105
97440;715105
97445;715130
97450;715110
97465;715140
97470;715405
97472;715410
97475;715415
97477;717025
97480;717010
97490;710215
97490;715105
97490;715115
97490;715125
97490;715130
97490;715135
97490;715140
97490;715145
97490;715405
97490;715410
97490;717010
97490;782105
97490;910105
97490;954205
97920;782220
97925;782135
97935;414115
97990;414110
97990;711115
97990;715135
97990;715140
97990;772105
97990;782110
97990;782115
97990;782130
97990;782220
97990;782610
97990;782630
97990;783210
97990;784205
98120;782705
98130;782705
98140;782715
98150;782705
98190;215135
98190;215145
98215;862110
98220;862110
98230;919115
98290;720110
98290;782710
98290;862110
98320;782610
98330;862105
98340;782625
98350;782615
98360;782610
98390;342405
98390;720110
98390;782120
98390;862105
98435;991105
98440;783110
98445;783110
98450;783105
98460;783110
98490;342405
98490;414215
98490;511220
98490;517330
98490;782610
98490;782625
98490;783105
98490;783110
98490;991105
98510;782305
98520;782620
98530;782315
98535;782305
98540;782410
98550;782310
98560;782510
98570;519110
98580;782505
98582;782505
98585;715145
98590;423105
98590;511205
98590;519935
98590;715615
98590;782305
98590;782310
98590;782315
98590;782410
98590;782415
98590;782505
98590;782510
98590;782515
98590;782630
98590;783210
98590;914405
98590;992115
98620;782805
98630;782805
98640;782810
98690;782415
98915;782505
98930;782210
98940;782145
98945;783225
98950;782820
98990;511215
98990;991205
99130;516610
99150;784205
99190;311710
99190;312305
99190;312320
99190;414105
99190;519205
99190;632605
99190;717020
99190;724110
99190;768105
99190;782210
99190;784205
99190;862205
99190;862305
99190;991405
